system:index,.geo
3745,"{""type"":""Point"",""coordinates"":[-107.00201547842158,38.52372723712129]}"
3746,"{""type"":""Point"",""coordinates"":[-107.3644339837976,38.881609472252656]}"
3747,"{""type"":""Point"",""coordinates"":[-110.95442138747093,42.47887360019199]}"
3748,"{""type"":""Point"",""coordinates"":[-109.84308104109515,41.228505019120306]}"
3749,"{""type"":""Point"",""coordinates"":[-110.70649249186526,43.355172122541596]}"
3750,"{""type"":""Point"",""coordinates"":[-112.26080628999856,45.65949465266291]}"
3751,"{""type"":""Point"",""coordinates"":[-106.97303943394564,37.88781274732414]}"
3752,"{""type"":""Point"",""coordinates"":[-112.37880924864685,45.555298262095384]}"
3753,"{""type"":""Point"",""coordinates"":[-106.29574289945444,40.44022382494795]}"
3754,"{""type"":""Point"",""coordinates"":[-106.91028193354266,42.20543752397997]}"
3755,"{""type"":""Point"",""coordinates"":[-106.52006997649448,38.98243962428709]}"
3756,"{""type"":""Point"",""coordinates"":[-118.94927776021501,48.38673419209897]}"
3757,"{""type"":""Point"",""coordinates"":[-107.84591356791647,40.73086066269372]}"
3758,"{""type"":""Point"",""coordinates"":[-108.0761893923378,40.496662874905134]}"
3759,"{""type"":""Point"",""coordinates"":[-109.43214352968978,42.24718677081304]}"
3760,"{""type"":""Point"",""coordinates"":[-116.28015822404866,48.307278037773195]}"
3761,"{""type"":""Point"",""coordinates"":[-115.93783653649724,48.50687896555725]}"
3762,"{""type"":""Point"",""coordinates"":[-114.15833428863279,44.71659053018985]}"
3763,"{""type"":""Point"",""coordinates"":[-105.81645854010338,39.947291117190744]}"
3764,"{""type"":""Point"",""coordinates"":[-113.97351787016079,44.75405534513884]}"
3765,"{""type"":""Point"",""coordinates"":[-109.70547270458565,38.263246176610316]}"
3766,"{""type"":""Point"",""coordinates"":[-105.0770542100844,39.41688503103991]}"
3767,"{""type"":""Point"",""coordinates"":[-109.25337292432047,38.12638845567361]}"
3768,"{""type"":""Point"",""coordinates"":[-107.29858116152509,40.948252632073086]}"
3769,"{""type"":""Point"",""coordinates"":[-107.04451663882809,36.37424087546624]}"
3770,"{""type"":""Point"",""coordinates"":[-111.93281271299583,44.55681091380568]}"
3771,"{""type"":""Point"",""coordinates"":[-106.36408525927793,35.85331066540035]}"
3772,"{""type"":""Point"",""coordinates"":[-113.73263967360462,46.99429398631887]}"
3773,"{""type"":""Point"",""coordinates"":[-111.27736667629634,38.99333009719355]}"
3774,"{""type"":""Point"",""coordinates"":[-106.30614520608663,38.70400977914877]}"
3775,"{""type"":""Point"",""coordinates"":[-111.29131417366774,45.80880071927893]}"
3776,"{""type"":""Point"",""coordinates"":[-107.9353112150531,38.04680034396923]}"
3777,"{""type"":""Point"",""coordinates"":[-106.31735632227326,37.60456160274204]}"
3778,"{""type"":""Point"",""coordinates"":[-110.58718413016622,42.083693456588165]}"
3779,"{""type"":""Point"",""coordinates"":[-105.63700024040465,35.626699377904316]}"
3780,"{""type"":""Point"",""coordinates"":[-107.65430155414424,43.467774510166336]}"
3781,"{""type"":""Point"",""coordinates"":[-108.06657230368994,38.16180000126666]}"
3782,"{""type"":""Point"",""coordinates"":[-113.50702559161495,45.06301639456393]}"
3783,"{""type"":""Point"",""coordinates"":[-112.61429914637789,44.63142806363925]}"
3784,"{""type"":""Point"",""coordinates"":[-110.49973251714238,36.97535213989935]}"
3785,"{""type"":""Point"",""coordinates"":[-117.49265787317312,48.72949274432267]}"
3786,"{""type"":""Point"",""coordinates"":[-112.31159184343015,45.24003910021399]}"
3787,"{""type"":""Point"",""coordinates"":[-110.71167697838791,37.553427850710314]}"
3788,"{""type"":""Point"",""coordinates"":[-110.6236613566127,46.55314012092185]}"
3789,"{""type"":""Point"",""coordinates"":[-109.59602074141092,37.03476684864354]}"
3790,"{""type"":""Point"",""coordinates"":[-110.60568959177151,38.96015238591257]}"
3791,"{""type"":""Point"",""coordinates"":[-109.6266046881503,41.3591721581923]}"
3792,"{""type"":""Point"",""coordinates"":[-113.08254130763574,36.85090094406306]}"
3793,"{""type"":""Point"",""coordinates"":[-110.89951886386568,44.21999633290363]}"
3794,"{""type"":""Point"",""coordinates"":[-106.94538885917011,43.622808230063484]}"
3795,"{""type"":""Point"",""coordinates"":[-110.24232837913091,43.484645814198394]}"
3796,"{""type"":""Point"",""coordinates"":[-109.53768022081098,42.02991396690811]}"
3797,"{""type"":""Point"",""coordinates"":[-110.01769823875702,37.280355741585545]}"
3798,"{""type"":""Point"",""coordinates"":[-110.87449294562398,36.9962219557503]}"
3799,"{""type"":""Point"",""coordinates"":[-110.52015436432694,37.08262125650792]}"
3800,"{""type"":""Point"",""coordinates"":[-109.04599564828774,40.460727259651975]}"
3801,"{""type"":""Point"",""coordinates"":[-108.29645867997179,38.893762490386585]}"
3802,"{""type"":""Point"",""coordinates"":[-109.87192946956024,43.09360869569554]}"
3803,"{""type"":""Point"",""coordinates"":[-110.28993672527102,42.410673898732675]}"
3804,"{""type"":""Point"",""coordinates"":[-119.28960013442618,48.81882167261059]}"
3805,"{""type"":""Point"",""coordinates"":[-111.38148013062938,44.249365923739056]}"
3806,"{""type"":""Point"",""coordinates"":[-111.62713888874899,37.10378630463025]}"
3807,"{""type"":""Point"",""coordinates"":[-110.84292523483191,44.539609048474475]}"
3808,"{""type"":""Point"",""coordinates"":[-106.69820199081055,42.15556025707125]}"
3809,"{""type"":""Point"",""coordinates"":[-110.18030845148179,41.08273472892545]}"
3810,"{""type"":""Point"",""coordinates"":[-106.88873093194826,38.13541411365566]}"
3811,"{""type"":""Point"",""coordinates"":[-112.79060226201906,45.227892187517156]}"
3812,"{""type"":""Point"",""coordinates"":[-109.28484341682196,42.338963924822615]}"
3813,"{""type"":""Point"",""coordinates"":[-109.4818867077038,44.46287713751124]}"
3814,"{""type"":""Point"",""coordinates"":[-110.2615510965734,38.2608154807849]}"
3815,"{""type"":""Point"",""coordinates"":[-109.4882981840168,36.81744975873982]}"
3816,"{""type"":""Point"",""coordinates"":[-115.39675711487352,48.33266651664543]}"
3817,"{""type"":""Point"",""coordinates"":[-111.42487084467382,44.52939968902152]}"
3818,"{""type"":""Point"",""coordinates"":[-109.65620557302368,42.92476148842094]}"
3819,"{""type"":""Point"",""coordinates"":[-108.53071300472621,38.270233621839225]}"
3820,"{""type"":""Point"",""coordinates"":[-114.60137293547764,48.218640879649264]}"
3821,"{""type"":""Point"",""coordinates"":[-111.54516911054776,46.241407085408596]}"
3822,"{""type"":""Point"",""coordinates"":[-105.08986469522377,38.89432125779914]}"
3823,"{""type"":""Point"",""coordinates"":[-113.12046218130779,45.36354496560178]}"
3824,"{""type"":""Point"",""coordinates"":[-110.6981022570455,46.75344349549499]}"
3825,"{""type"":""Point"",""coordinates"":[-109.13845909030023,40.71372832489593]}"
3826,"{""type"":""Point"",""coordinates"":[-109.71634279718246,38.672201761716344]}"
3827,"{""type"":""Point"",""coordinates"":[-110.40477627214008,37.51720935156391]}"
3828,"{""type"":""Point"",""coordinates"":[-115.46041286226409,46.90087556673313]}"
3829,"{""type"":""Point"",""coordinates"":[-112.88640342003669,44.737430248314666]}"
3830,"{""type"":""Point"",""coordinates"":[-106.91266405743683,40.40764248816858]}"
3831,"{""type"":""Point"",""coordinates"":[-118.39971752996651,48.27624043146511]}"
3832,"{""type"":""Point"",""coordinates"":[-111.1619830952694,44.49048944731161]}"
3833,"{""type"":""Point"",""coordinates"":[-107.14539941071243,43.40497053707348]}"
3834,"{""type"":""Point"",""coordinates"":[-108.93622454485894,44.373790208083285]}"
3835,"{""type"":""Point"",""coordinates"":[-114.11888984604072,44.44317321697792]}"
3836,"{""type"":""Point"",""coordinates"":[-109.55779205303739,44.67459777589746]}"
3837,"{""type"":""Point"",""coordinates"":[-106.07797623742186,38.57753849485888]}"
3838,"{""type"":""Point"",""coordinates"":[-109.46883717707328,46.82314783997461]}"
3839,"{""type"":""Point"",""coordinates"":[-107.2312766473636,36.78949862584268]}"
3840,"{""type"":""Point"",""coordinates"":[-109.71400164703164,42.18143052667938]}"
3841,"{""type"":""Point"",""coordinates"":[-116.24746789409065,48.49623792788443]}"
3842,"{""type"":""Point"",""coordinates"":[-112.94605462052192,45.76455386455754]}"
3843,"{""type"":""Point"",""coordinates"":[-110.82678774763762,44.055370480102795]}"
3844,"{""type"":""Point"",""coordinates"":[-105.59871108940264,41.18946187269904]}"
3845,"{""type"":""Point"",""coordinates"":[-110.17555749548058,43.58902725213719]}"
3846,"{""type"":""Point"",""coordinates"":[-107.9969999759961,44.845521389849075]}"
3847,"{""type"":""Point"",""coordinates"":[-109.06721270417324,38.60544979175708]}"
3848,"{""type"":""Point"",""coordinates"":[-113.56069167631676,45.713578823902715]}"
3849,"{""type"":""Point"",""coordinates"":[-114.12443791834343,47.73490103818307]}"
3850,"{""type"":""Point"",""coordinates"":[-112.63608496019447,45.221746534324495]}"
3851,"{""type"":""Point"",""coordinates"":[-104.83634420395418,37.03580995487554]}"
3852,"{""type"":""Point"",""coordinates"":[-111.5196695497193,46.27557944860006]}"
3853,"{""type"":""Point"",""coordinates"":[-109.75207873479653,39.64101482375131]}"
3854,"{""type"":""Point"",""coordinates"":[-108.06189148216731,38.17914862965145]}"
3855,"{""type"":""Point"",""coordinates"":[-109.55017891288726,38.240403570015964]}"
3856,"{""type"":""Point"",""coordinates"":[-115.80680250975131,48.69564959766691]}"
3857,"{""type"":""Point"",""coordinates"":[-109.40571114190216,41.718475894242154]}"
3858,"{""type"":""Point"",""coordinates"":[-112.10929397443411,46.77869053343295]}"
3859,"{""type"":""Point"",""coordinates"":[-116.17681243414049,47.510999153174026]}"
3860,"{""type"":""Point"",""coordinates"":[-111.95576739121547,46.12699620223169]}"
3861,"{""type"":""Point"",""coordinates"":[-109.93203315948075,38.11180697377035]}"
3862,"{""type"":""Point"",""coordinates"":[-108.55751730499321,44.61804496094215]}"
3863,"{""type"":""Point"",""coordinates"":[-107.37754977599845,40.96847951022731]}"
3864,"{""type"":""Point"",""coordinates"":[-111.57872930162132,45.04675125370755]}"
3865,"{""type"":""Point"",""coordinates"":[-107.89065001524042,44.58043963564507]}"
3866,"{""type"":""Point"",""coordinates"":[-113.45480074869941,47.08810448369231]}"
3867,"{""type"":""Point"",""coordinates"":[-107.05287933209293,39.74479760371084]}"
3868,"{""type"":""Point"",""coordinates"":[-105.23140036491957,40.57607871136993]}"
3869,"{""type"":""Point"",""coordinates"":[-114.07457577494786,46.24564546473546]}"
3870,"{""type"":""Point"",""coordinates"":[-107.82166606075879,37.646657751121744]}"
3871,"{""type"":""Point"",""coordinates"":[-108.32922149948922,38.3033648560722]}"
3872,"{""type"":""Point"",""coordinates"":[-109.31336929234558,45.11223562008159]}"
3873,"{""type"":""Point"",""coordinates"":[-105.85957630604706,40.522067921782124]}"
3874,"{""type"":""Point"",""coordinates"":[-115.25711466784752,46.41599947796695]}"
3875,"{""type"":""Point"",""coordinates"":[-103.46358411171397,43.741408292843396]}"
3876,"{""type"":""Point"",""coordinates"":[-106.7803620560878,38.498038849795755]}"
3877,"{""type"":""Point"",""coordinates"":[-110.53079035368478,39.027113983790294]}"
3878,"{""type"":""Point"",""coordinates"":[-114.94359827811274,48.639100327854315]}"
3879,"{""type"":""Point"",""coordinates"":[-110.67845595323206,40.420917335526816]}"
3880,"{""type"":""Point"",""coordinates"":[-105.94243944434358,40.31103671847787]}"
3881,"{""type"":""Point"",""coordinates"":[-108.42398138073227,37.73664254804536]}"
3882,"{""type"":""Point"",""coordinates"":[-106.42636744586302,36.439511416452895]}"
3883,"{""type"":""Point"",""coordinates"":[-106.59832206047405,42.97282405864122]}"
3884,"{""type"":""Point"",""coordinates"":[-108.95281273772292,40.14525272020853]}"
3885,"{""type"":""Point"",""coordinates"":[-109.48819370092977,39.96872748737133]}"
3886,"{""type"":""Point"",""coordinates"":[-110.54724768198052,38.01059321005668]}"
3887,"{""type"":""Point"",""coordinates"":[-110.79787380228619,39.28763660125087]}"
3888,"{""type"":""Point"",""coordinates"":[-105.88601462291105,40.79237675018697]}"
3889,"{""type"":""Point"",""coordinates"":[-110.28554325461961,41.25389400243155]}"
3890,"{""type"":""Point"",""coordinates"":[-111.76852649400195,46.03943676352729]}"
3891,"{""type"":""Point"",""coordinates"":[-106.88669389544894,40.580397333870295]}"
3892,"{""type"":""Point"",""coordinates"":[-109.82859154082777,45.640368026819964]}"
3893,"{""type"":""Point"",""coordinates"":[-111.54411151739694,37.320174464845365]}"
3894,"{""type"":""Point"",""coordinates"":[-109.31819582602022,40.06008348477142]}"
3895,"{""type"":""Point"",""coordinates"":[-110.4775891778173,47.08234963194694]}"
3896,"{""type"":""Point"",""coordinates"":[-110.6977832875492,39.08851118309377]}"
3897,"{""type"":""Point"",""coordinates"":[-109.8963170245385,45.47195203910799]}"
3898,"{""type"":""Point"",""coordinates"":[-115.45542384273925,48.319419665403345]}"
3899,"{""type"":""Point"",""coordinates"":[-111.64048141006951,46.187995219793684]}"
3900,"{""type"":""Point"",""coordinates"":[-108.08326179598123,37.293388884594435]}"
3901,"{""type"":""Point"",""coordinates"":[-107.35557903968038,42.032045828272835]}"
3902,"{""type"":""Point"",""coordinates"":[-110.036337969056,44.358193045435904]}"
3903,"{""type"":""Point"",""coordinates"":[-110.73841623380689,43.49361210008307]}"
3904,"{""type"":""Point"",""coordinates"":[-106.70090109243668,36.35575884404028]}"
3905,"{""type"":""Point"",""coordinates"":[-107.60022484931535,43.71518261117611]}"
3906,"{""type"":""Point"",""coordinates"":[-108.3645042836373,42.574693159691805]}"
3907,"{""type"":""Point"",""coordinates"":[-110.03770971751233,46.76204155246616]}"
3908,"{""type"":""Point"",""coordinates"":[-108.69712529808794,41.71175768158891]}"
3909,"{""type"":""Point"",""coordinates"":[-105.79171055567421,42.04251506926107]}"
3910,"{""type"":""Point"",""coordinates"":[-106.39275164782428,37.73311379792297]}"
3911,"{""type"":""Point"",""coordinates"":[-109.82728358846747,41.35849336731202]}"
3912,"{""type"":""Point"",""coordinates"":[-111.1595258150384,43.191955442594406]}"
3913,"{""type"":""Point"",""coordinates"":[-111.3756582506603,44.149813567021475]}"
3914,"{""type"":""Point"",""coordinates"":[-104.18070049164334,44.453087827463726]}"
3915,"{""type"":""Point"",""coordinates"":[-112.21346712249728,46.642995685065074]}"
3916,"{""type"":""Point"",""coordinates"":[-109.27459184113411,43.05313641425582]}"
3917,"{""type"":""Point"",""coordinates"":[-109.25657735345327,40.20829030396827]}"
3918,"{""type"":""Point"",""coordinates"":[-111.18160260312447,42.48398395562168]}"
3919,"{""type"":""Point"",""coordinates"":[-105.2159295569438,36.26063714659073]}"
3920,"{""type"":""Point"",""coordinates"":[-107.365316675678,41.199698995586864]}"
3921,"{""type"":""Point"",""coordinates"":[-113.91339179151419,44.67377236765265]}"
3922,"{""type"":""Point"",""coordinates"":[-115.18908485605907,46.76149323863659]}"
3923,"{""type"":""Point"",""coordinates"":[-112.81515234976438,45.04065740270718]}"
3924,"{""type"":""Point"",""coordinates"":[-105.81184476073564,35.69554685936202]}"
3925,"{""type"":""Point"",""coordinates"":[-106.07004592319994,39.66368974293514]}"
3926,"{""type"":""Point"",""coordinates"":[-104.9636788830027,38.96758751964491]}"
3927,"{""type"":""Point"",""coordinates"":[-116.71294308739327,47.717290015540804]}"
3928,"{""type"":""Point"",""coordinates"":[-107.13969121218247,39.768163125554736]}"
3929,"{""type"":""Point"",""coordinates"":[-109.64988756900512,38.58424362892304]}"
3930,"{""type"":""Point"",""coordinates"":[-116.43196431978838,48.06125103902291]}"
3931,"{""type"":""Point"",""coordinates"":[-110.6695393172028,37.47536410813047]}"
3932,"{""type"":""Point"",""coordinates"":[-115.99864025131417,47.838652009941164]}"
3933,"{""type"":""Point"",""coordinates"":[-110.09091643541035,41.17347907589809]}"
3934,"{""type"":""Point"",""coordinates"":[-108.05669706071913,42.487256490612666]}"
3935,"{""type"":""Point"",""coordinates"":[-107.90923509269433,44.0651930135302]}"
3936,"{""type"":""Point"",""coordinates"":[-108.89962930739655,42.51173988759833]}"
3937,"{""type"":""Point"",""coordinates"":[-111.19632829051899,45.31870814974704]}"
3938,"{""type"":""Point"",""coordinates"":[-118.14382996955564,48.84553093402306]}"
3939,"{""type"":""Point"",""coordinates"":[-109.17672009637016,44.86792420425622]}"
3940,"{""type"":""Point"",""coordinates"":[-110.4432634718986,44.470604387506434]}"
3941,"{""type"":""Point"",""coordinates"":[-111.86302274563047,37.30213976910178]}"
3942,"{""type"":""Point"",""coordinates"":[-119.37261905697336,48.48393435979413]}"
3943,"{""type"":""Point"",""coordinates"":[-109.90569839794328,44.13680631475547]}"
3944,"{""type"":""Point"",""coordinates"":[-110.9882826653198,44.83007862015829]}"
3945,"{""type"":""Point"",""coordinates"":[-107.93390259124193,42.4347431107642]}"
3946,"{""type"":""Point"",""coordinates"":[-107.11204755484867,36.51771750305456]}"
3947,"{""type"":""Point"",""coordinates"":[-110.64429925490124,45.42147769284967]}"
3948,"{""type"":""Point"",""coordinates"":[-106.31133483814793,36.4408793743878]}"
3949,"{""type"":""Point"",""coordinates"":[-109.37306323440049,41.34922902842342]}"
3950,"{""type"":""Point"",""coordinates"":[-113.75385558712567,46.834916125025515]}"
3951,"{""type"":""Point"",""coordinates"":[-107.12248501054091,38.31112050156253]}"
3952,"{""type"":""Point"",""coordinates"":[-108.68043826197918,44.69070111329735]}"
3953,"{""type"":""Point"",""coordinates"":[-107.63559335846895,37.923100900736706]}"
3954,"{""type"":""Point"",""coordinates"":[-110.70182218695389,39.97854280595487]}"
3955,"{""type"":""Point"",""coordinates"":[-109.0243496113427,39.859532522692355]}"
3956,"{""type"":""Point"",""coordinates"":[-109.93627900172967,39.6844736629426]}"
3957,"{""type"":""Point"",""coordinates"":[-117.17325435544977,48.04491874731036]}"
3958,"{""type"":""Point"",""coordinates"":[-108.40188443886821,39.77238164316404]}"
3959,"{""type"":""Point"",""coordinates"":[-115.71237028340336,47.10713769356446]}"
3960,"{""type"":""Point"",""coordinates"":[-111.9424903556528,44.57344641145321]}"
3961,"{""type"":""Point"",""coordinates"":[-111.74253693284317,47.03579180048959]}"
3962,"{""type"":""Point"",""coordinates"":[-113.51491871512276,45.077411917250345]}"
3963,"{""type"":""Point"",""coordinates"":[-106.41400057010522,41.9892222927787]}"
3964,"{""type"":""Point"",""coordinates"":[-107.14081228650123,41.08630114030297]}"
3965,"{""type"":""Point"",""coordinates"":[-106.7952652765164,38.03672891669535]}"
3966,"{""type"":""Point"",""coordinates"":[-111.25013959048898,44.34373703703566]}"
3967,"{""type"":""Point"",""coordinates"":[-105.26982729581667,38.60405927270279]}"
3968,"{""type"":""Point"",""coordinates"":[-108.70893080112938,42.71535192207386]}"
3969,"{""type"":""Point"",""coordinates"":[-113.34621899482121,36.843543077313775]}"
3970,"{""type"":""Point"",""coordinates"":[-108.85721471611426,38.089089902373]}"
3971,"{""type"":""Point"",""coordinates"":[-108.30595259273476,41.299114352553424]}"
3972,"{""type"":""Point"",""coordinates"":[-109.2372973919279,38.0708202327913]}"
3973,"{""type"":""Point"",""coordinates"":[-109.5085980598244,40.005484917435325]}"
3974,"{""type"":""Point"",""coordinates"":[-103.40579357318826,43.97711892101214]}"
3975,"{""type"":""Point"",""coordinates"":[-113.02727812558841,45.544669221441524]}"
3976,"{""type"":""Point"",""coordinates"":[-109.37228035257546,42.363690588705595]}"
3977,"{""type"":""Point"",""coordinates"":[-105.16846030522507,41.48433141671224]}"
3978,"{""type"":""Point"",""coordinates"":[-115.09341096706008,47.028092425262564]}"
3979,"{""type"":""Point"",""coordinates"":[-107.07737865023016,38.00361542264763]}"
3980,"{""type"":""Point"",""coordinates"":[-108.30701824586578,40.962219533512254]}"
3981,"{""type"":""Point"",""coordinates"":[-109.34631145695545,42.680301110877885]}"
3982,"{""type"":""Point"",""coordinates"":[-113.86302674318412,45.155343115573366]}"
3983,"{""type"":""Point"",""coordinates"":[-112.5429253499338,45.08757331481478]}"
3984,"{""type"":""Point"",""coordinates"":[-105.30043017008641,39.80407923296914]}"
3985,"{""type"":""Point"",""coordinates"":[-113.67564993917188,46.31164647310614]}"
3986,"{""type"":""Point"",""coordinates"":[-113.31105052941395,46.37712645790982]}"
3987,"{""type"":""Point"",""coordinates"":[-105.59062048273735,39.55818255224225]}"
3988,"{""type"":""Point"",""coordinates"":[-103.78522675977739,43.755490151350344]}"
3989,"{""type"":""Point"",""coordinates"":[-105.32062739646454,39.62465399664166]}"
3990,"{""type"":""Point"",""coordinates"":[-107.25351962836967,40.56199581504578]}"
3991,"{""type"":""Point"",""coordinates"":[-108.06760803158383,41.44878667505887]}"
3992,"{""type"":""Point"",""coordinates"":[-105.83117927452801,38.87617936144545]}"
3993,"{""type"":""Point"",""coordinates"":[-107.81290979234402,38.29293549570366]}"
3994,"{""type"":""Point"",""coordinates"":[-113.69215017737352,46.24799753930463]}"
3995,"{""type"":""Point"",""coordinates"":[-109.64640665196501,40.14973761764893]}"
3996,"{""type"":""Point"",""coordinates"":[-113.71358494855937,46.65827504268222]}"
3997,"{""type"":""Point"",""coordinates"":[-106.55476016587765,42.757834655917236]}"
3998,"{""type"":""Point"",""coordinates"":[-109.15193528265078,40.424200728874574]}"
3999,"{""type"":""Point"",""coordinates"":[-109.51393244980792,44.51884147299919]}"
4000,"{""type"":""Point"",""coordinates"":[-105.6392643451507,42.19093864122317]}"
4001,"{""type"":""Point"",""coordinates"":[-109.34777220988643,39.48183271818727]}"
4002,"{""type"":""Point"",""coordinates"":[-110.10392662244566,38.94757076435752]}"
4003,"{""type"":""Point"",""coordinates"":[-105.00868694193375,37.17709016691173]}"
4004,"{""type"":""Point"",""coordinates"":[-106.22270661508517,39.075329194090614]}"
4005,"{""type"":""Point"",""coordinates"":[-109.03639771166817,39.261252190053135]}"
4006,"{""type"":""Point"",""coordinates"":[-112.37384966857783,44.65107935206333]}"
4007,"{""type"":""Point"",""coordinates"":[-105.72632453552187,40.27842706193368]}"
4008,"{""type"":""Point"",""coordinates"":[-106.78921167079191,39.15521513188715]}"
4009,"{""type"":""Point"",""coordinates"":[-107.82331822695508,39.62488190222011]}"
4010,"{""type"":""Point"",""coordinates"":[-113.06968501003894,45.99768242906256]}"
4011,"{""type"":""Point"",""coordinates"":[-106.04840519216006,38.270597148799254]}"
4012,"{""type"":""Point"",""coordinates"":[-115.8929018729694,47.66891397411859]}"
4013,"{""type"":""Point"",""coordinates"":[-110.19853300683563,38.833824488338834]}"
4014,"{""type"":""Point"",""coordinates"":[-108.55127004712661,42.70012709383026]}"
4015,"{""type"":""Point"",""coordinates"":[-113.44213055417696,46.62222969282613]}"
4016,"{""type"":""Point"",""coordinates"":[-106.64021488750939,40.282490826591705]}"
4017,"{""type"":""Point"",""coordinates"":[-113.89981110528063,47.2103647351985]}"
4018,"{""type"":""Point"",""coordinates"":[-111.75433223436589,37.23240057233831]}"
4019,"{""type"":""Point"",""coordinates"":[-110.9007608690281,41.056587858908756]}"
4020,"{""type"":""Point"",""coordinates"":[-110.59730712581248,43.93932113573565]}"
4021,"{""type"":""Point"",""coordinates"":[-108.95699104352168,40.74388829908443]}"
4022,"{""type"":""Point"",""coordinates"":[-106.2589556909037,39.65066211376843]}"
4023,"{""type"":""Point"",""coordinates"":[-106.77970700031665,36.95009798803444]}"
4024,"{""type"":""Point"",""coordinates"":[-113.08278431206638,44.533160703308425]}"
4025,"{""type"":""Point"",""coordinates"":[-111.6257387240156,37.74238202239913]}"
4026,"{""type"":""Point"",""coordinates"":[-107.42650671948299,41.37643453068207]}"
4027,"{""type"":""Point"",""coordinates"":[-108.82103478008995,40.80233339111347]}"
4028,"{""type"":""Point"",""coordinates"":[-108.37744472676123,37.90102063621016]}"
4029,"{""type"":""Point"",""coordinates"":[-114.31541011301516,47.09697629844797]}"
4030,"{""type"":""Point"",""coordinates"":[-109.7453428282221,37.35417424769816]}"
4031,"{""type"":""Point"",""coordinates"":[-109.90310685475548,39.25361199470423]}"
4032,"{""type"":""Point"",""coordinates"":[-110.20799872360121,38.217684763573985]}"
4033,"{""type"":""Point"",""coordinates"":[-115.60589440618236,47.264023762788796]}"
4034,"{""type"":""Point"",""coordinates"":[-107.66301563530838,42.68535754556977]}"
4035,"{""type"":""Point"",""coordinates"":[-108.95353407006249,42.15146650394233]}"
4036,"{""type"":""Point"",""coordinates"":[-107.72595270443702,38.35660342883281]}"
4037,"{""type"":""Point"",""coordinates"":[-107.06852069645262,40.206590244477425]}"
4038,"{""type"":""Point"",""coordinates"":[-110.1197198424986,43.5052995473634]}"
4039,"{""type"":""Point"",""coordinates"":[-117.70310283220628,48.775038968403244]}"
4040,"{""type"":""Point"",""coordinates"":[-108.85119145938273,40.97445019826674]}"
4041,"{""type"":""Point"",""coordinates"":[-105.53928995755442,39.569137895509414]}"
4042,"{""type"":""Point"",""coordinates"":[-115.00911659597456,48.553108185425465]}"
4043,"{""type"":""Point"",""coordinates"":[-108.18066981062769,37.47904325501446]}"
4044,"{""type"":""Point"",""coordinates"":[-109.88848676590489,37.65999984368279]}"
4045,"{""type"":""Point"",""coordinates"":[-111.15624293632604,43.426233672994464]}"
4046,"{""type"":""Point"",""coordinates"":[-106.70317760638203,36.03779217804979]}"
4047,"{""type"":""Point"",""coordinates"":[-110.6824776382203,37.1225248165843]}"
4048,"{""type"":""Point"",""coordinates"":[-113.6004418314775,44.76409061376602]}"
4049,"{""type"":""Point"",""coordinates"":[-108.29142307797777,40.30905599058998]}"
4050,"{""type"":""Point"",""coordinates"":[-116.96433632562122,48.434575335737264]}"
4051,"{""type"":""Point"",""coordinates"":[-118.41020324192772,48.029073530176646]}"
4052,"{""type"":""Point"",""coordinates"":[-105.31000032645424,41.662945804976864]}"
4053,"{""type"":""Point"",""coordinates"":[-107.24558372532852,36.403833182335056]}"
4054,"{""type"":""Point"",""coordinates"":[-116.72749298730928,47.97564145902035]}"
4055,"{""type"":""Point"",""coordinates"":[-104.13776867463135,44.522437199322376]}"
4056,"{""type"":""Point"",""coordinates"":[-113.84430887979777,44.12500670271047]}"
4057,"{""type"":""Point"",""coordinates"":[-112.91042692687606,45.00060872052794]}"
4058,"{""type"":""Point"",""coordinates"":[-104.24491665345187,44.58487064736174]}"
4059,"{""type"":""Point"",""coordinates"":[-114.47657694589735,48.55586289509873]}"
4060,"{""type"":""Point"",""coordinates"":[-114.94122197100334,46.67980711849225]}"
4061,"{""type"":""Point"",""coordinates"":[-104.4667105826111,44.55210022738345]}"
4062,"{""type"":""Point"",""coordinates"":[-112.74228665681702,43.94898472214166]}"
4063,"{""type"":""Point"",""coordinates"":[-105.27539441025037,35.92000479030252]}"
4064,"{""type"":""Point"",""coordinates"":[-108.59362430509931,44.163761219296106]}"
4065,"{""type"":""Point"",""coordinates"":[-108.41793630638621,38.01782099383339]}"
4066,"{""type"":""Point"",""coordinates"":[-114.5492031788484,47.74408374401079]}"
4067,"{""type"":""Point"",""coordinates"":[-111.98565652260145,44.896905515443606]}"
4068,"{""type"":""Point"",""coordinates"":[-113.75165555318111,44.84192488449643]}"
4069,"{""type"":""Point"",""coordinates"":[-115.1913420998961,48.01383229338795]}"
4070,"{""type"":""Point"",""coordinates"":[-106.40264776720377,42.72316451821231]}"
4071,"{""type"":""Point"",""coordinates"":[-109.60931837982064,44.300325254805536]}"
4072,"{""type"":""Point"",""coordinates"":[-108.52384586556693,38.25336057384364]}"
4073,"{""type"":""Point"",""coordinates"":[-112.55509620655296,44.58745021802324]}"
4074,"{""type"":""Point"",""coordinates"":[-106.75901903278678,39.54569386347028]}"
4075,"{""type"":""Point"",""coordinates"":[-107.85472426174138,37.141471804112534]}"
4076,"{""type"":""Point"",""coordinates"":[-107.03448958318442,44.51235221001188]}"
4077,"{""type"":""Point"",""coordinates"":[-115.22785481587123,48.92779337553264]}"
